Unnamed: 0,Campaign,Channel,Date,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
1304,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,12:13:04,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4,02/11/2024,02/11/2024 12:13,02/11/2024 12:13,12,1730548800,2024,2821,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1500,TRUE,TRUE,FALSE
1305,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,12:13:10,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4,02/11/2024,02/11/2024 12:13,02/11/2024 12:13,12,1730548800,Reckitt,2821,13,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1500,TRUE,TRUE,FALSE
1306,2024-06 - זכותי,קשת 12,02/11/2024,12:13:41,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4,02/11/2024,02/11/2024 12:13,02/11/2024 12:13,12,1730548800,2024,2822,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1440,TRUE,TRUE,FALSE
1307,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,12:13:47,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4,02/11/2024,02/11/2024 12:13,02/11/2024 12:13,12,1730548800,Reckitt,2822,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1320,TRUE,TRUE,FALSE
1308,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,12:39:27,41,פרומו,פרומו,0,0,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:39,02/11/2024 12:40,12,1730550600,פ,2823,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,8856,TRUE,TRUE,FALSE
1309,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,12:40:13,15,פרסומת,ספוט,1,8,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:40,02/11/2024 12:40,12,1730550600,2024,2823,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,2970,TRUE,TRUE,FALSE
1310,2024-10 -  מנו ספנות,קשת 12,02/11/2024,12:40:28,20,פרסומת,ספוט,2,8,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:40,02/11/2024 12:40,12,1730550600,2024,2823,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,3780,TRUE,TRUE,FALSE
1311,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,12:40:48,22,פרסומת,ספוט,3,8,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:40,02/11/2024 12:41,12,1730550600,איזי,2823,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4950,TRUE,TRUE,FALSE
1312,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,12:41:10,28,פרסומת,ספוט,4,8,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:41,02/11/2024 12:41,12,1730550600,2024,2823,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6300,TRUE,TRUE,FALSE
1313,2024-05 - פרוקטר & גמבל - פנטן,קשת 12,02/11/2024,12:41:38,20,פרסומת,ספוט,5,8,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:41,02/11/2024 12:41,12,1730550600,2024,2823,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4500,TRUE,TRUE,FALSE
1314,2024-06 - פרוקטר & גמבל - אריאל ולנור,קשת 12,02/11/2024,12:41:58,32,פרסומת,ספוט,6,8,[בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 12:41,02/11/2024 12:42,12,1730550600,2024,2823,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7200,TRUE,TRUE,FALSE
1315,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,12:42:30,16,פרסומת,ספוט,7,8,[בייבי בום 2024 ש.ח],3.7,02/11/2024,02/11/2024 12:42,02/11/2024 12:42,12,1730550600,2024,2823,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3700,TRUE,TRUE,FALSE
1316,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,12:42:46,52,פרסומת,ספוט,99,8,[בייבי בום 2024 ש.ח],3.7,02/11/2024,02/11/2024 12:42,02/11/2024 12:43,12,1730550600,2024,2823,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,12025,TRUE,TRUE,FALSE
1317,12+ קמפיין אפליקציה,קשת 12,02/11/2024,12:43:43,7,פרומו,פרומו,0,0,[בייבי בום 2024 ש.ח],3.7,02/11/2024,02/11/2024 12:43,02/11/2024 12:43,12,1730550600,12+,2823,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1618.75,TRUE,TRUE,FALSE
1318,פ-חדשות קשת 12 סדרת כתבות המבקר,קשת 12,02/11/2024,12:43:50,26,פרומו,פרומו,0,0,[בייבי בום 2024 ש.ח],3.7,02/11/2024,02/11/2024 12:43,02/11/2024 12:44,12,1730550600,פ,2823,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6012.5,TRUE,TRUE,FALSE
1319,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,13:06:52,43,פרומו,פרומו,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],4,02/11/2024,02/11/2024 13:06,02/11/2024 13:07,13,1730552400,פ,2824,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,10320,TRUE,TRUE,FALSE
1320,דיור ביי דיזיין (יולי 2021),קשת 12,02/11/2024,13:07:39,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],4.1,02/11/2024,02/11/2024 13:07,02/11/2024 13:07,13,1730552400,דיור,2824,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1353,TRUE,TRUE,FALSE
1321,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,13:07:53,15,פרסומת,ספוט,1,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],4.1,02/11/2024,02/11/2024 13:07,02/11/2024 13:08,13,1730552400,2024,2824,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,3228.75,TRUE,TRUE,FALSE
1322,2024-10 -  מנו ספנות,קשת 12,02/11/2024,13:08:08,18,פרסומת,ספוט,2,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.8,02/11/2024,02/11/2024 13:08,02/11/2024 13:08,13,1730552400,2024,2824,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1323,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,13:08:26,67,פרסומת,ספוט,3,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.8,02/11/2024,02/11/2024 13:08,02/11/2024 13:09,13,1730552400,2024,2824,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15912.5,TRUE,TRUE,FALSE
1324,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,13:09:33,27,פרסומת,ספוט,4,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.6,02/11/2024,02/11/2024 13:09,02/11/2024 13:10,13,1730552400,מאקו,2824,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6075,TRUE,TRUE,FALSE
1325,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,13:10:00,22,פרסומת,ספוט,5,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.9,02/11/2024,02/11/2024 13:10,02/11/2024 13:10,13,1730552400,איזי,2824,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5362.5,TRUE,TRUE,FALSE
1326,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,13:10:22,15,פרסומת,ספוט,6,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.9,02/11/2024,02/11/2024 13:10,02/11/2024 13:10,13,1730552400,2024,2824,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3656.25,TRUE,TRUE,FALSE
1327,מאקו V1 (יוני 2024),קשת 12,02/11/2024,13:10:37,30,פרסומת,ספוט,7,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.9,02/11/2024,02/11/2024 13:10,02/11/2024 13:11,13,1730552400,מאקו,2824,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7312.5,TRUE,TRUE,FALSE
1328,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,13:11:07,16,פרסומת,ספוט,8,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.2,02/11/2024,02/11/2024 13:11,02/11/2024 13:11,13,1730552400,2024,2824,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3200,TRUE,TRUE,FALSE
1329,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,13:11:23,12,פרסומת,ספוט,9,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.2,02/11/2024,02/11/2024 13:11,02/11/2024 13:11,13,1730552400,מאקו,2824,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2400,TRUE,TRUE,FALSE
1330,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,13:11:35,55,פרסומת,ספוט,99,10,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3.2,02/11/2024,02/11/2024 13:11,02/11/2024 13:12,13,1730552400,2024,2824,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,11000,TRUE,TRUE,FALSE
1331,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,13:12:39,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3,02/11/2024,02/11/2024 13:12,02/11/2024 13:12,13,1730552400,2024,2824,13,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1125,TRUE,TRUE,FALSE
1332,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,13:12:45,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3,02/11/2024,02/11/2024 13:12,02/11/2024 13:12,13,1730552400,Reckitt,2824,14,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1125,TRUE,TRUE,FALSE
1333,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,13:13:16,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3,02/11/2024,02/11/2024 13:13,02/11/2024 13:13,13,1730552400,2024,2825,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1080,TRUE,TRUE,FALSE
1334,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,13:13:22,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3,02/11/2024,02/11/2024 13:13,02/11/2024 13:13,13,1730552400,Reckitt,2825,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,990,TRUE,TRUE,FALSE
1335,פ-N12 פול פריים,קשת 12,02/11/2024,13:13:28,19,פרומו,פרומו,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3,02/11/2024,02/11/2024 13:13,02/11/2024 13:13,13,1730552400,פ,2825,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,2992.5,TRUE,TRUE,FALSE
1336,פ-חדשות סוף השבוע,קשת 12,02/11/2024,13:13:47,32,פרומו,פרומו,0,0,[חדשות 12 - מבזק] * [בייבי בום 2024 ש.ח],3,02/11/2024,02/11/2024 13:13,02/11/2024 13:14,13,1730552400,פ,2825,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6000,TRUE,TRUE,FALSE
1337,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,13:45:42,41,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],2.9,02/11/2024,02/11/2024 13:45,02/11/2024 13:46,13,1730555100,פ,2826,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,7134,TRUE,TRUE,FALSE
1338,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,13:46:27,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.5,02/11/2024,02/11/2024 13:46,02/11/2024 13:46,13,1730555100,הזדמנויות,2826,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1155,TRUE,TRUE,FALSE
1339,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,13:47:43,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.1,02/11/2024,02/11/2024 13:47,02/11/2024 13:47,13,1730555100,הזדמנויות,2827,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1116,TRUE,TRUE,FALSE
1340,פ-קשת 12 תדמיתי 2024 הגיבורים של השנה,קשת 12,02/11/2024,13:47:49,149,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.1,02/11/2024,02/11/2024 13:47,02/11/2024 13:50,13,1730555100,פ,2827,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,25404.5,TRUE,TRUE,FALSE
1341,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,14:19:33,49,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.7,02/11/2024,02/11/2024 14:19,02/11/2024 14:20,14,1730556900,פ,2828,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,10878,TRUE,TRUE,FALSE
1342,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,14:20:30,70,פרסומת,ספוט,1,6,[מאסטר שף נבחרת החלומות ש.ח],3.4,02/11/2024,02/11/2024 14:20,02/11/2024 14:21,14,1730556900,2024,2828,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,13090,TRUE,TRUE,FALSE
1343,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,14:21:40,55,פרסומת,ספוט,2,6,[מאסטר שף נבחרת החלומות ש.ח],3.3,02/11/2024,02/11/2024 14:21,02/11/2024 14:22,14,1730556900,2024,2828,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,9528.75,TRUE,TRUE,FALSE
1344,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,14:22:35,28,פרסומת,ספוט,3,6,[מאסטר שף נבחרת החלומות ש.ח],3.2,02/11/2024,02/11/2024 14:22,02/11/2024 14:23,14,1730556900,2024,2828,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5600,TRUE,TRUE,FALSE
1345,2024-10 - בנק יהב,קשת 12,02/11/2024,14:23:03,30,פרסומת,ספוט,4,6,[מאסטר שף נבחרת החלומות ש.ח],3.4,02/11/2024,02/11/2024 14:23,02/11/2024 14:23,14,1730556900,2024,2828,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6375,TRUE,TRUE,FALSE
1346,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,14:23:33,16,פרסומת,ספוט,5,6,[מאסטר שף נבחרת החלומות ש.ח],3.4,02/11/2024,02/11/2024 14:23,02/11/2024 14:23,14,1730556900,2024,2828,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3400,TRUE,TRUE,FALSE
1347,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,14:23:49,15,פרסומת,ספוט,99,6,[מאסטר שף נבחרת החלומות ש.ח],3.4,02/11/2024,02/11/2024 14:23,02/11/2024 14:24,14,1730556900,2024,2828,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3187.5,TRUE,TRUE,FALSE
1348,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,14:24:13,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3,02/11/2024,02/11/2024 14:24,02/11/2024 14:24,14,1730556900,2024,2828,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1125,TRUE,TRUE,FALSE
1349,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,14:24:19,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3,02/11/2024,02/11/2024 14:24,02/11/2024 14:24,14,1730556900,Reckitt,2828,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1125,TRUE,TRUE,FALSE
1350,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,14:24:50,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3,02/11/2024,02/11/2024 14:24,02/11/2024 14:24,14,1730556900,2024,2829,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1080,TRUE,TRUE,FALSE
1351,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,14:24:56,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3,02/11/2024,02/11/2024 14:24,02/11/2024 14:25,14,1730556900,Reckitt,2829,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,990,TRUE,TRUE,FALSE
1352,פ-חדשות סוף השבוע,קשת 12,02/11/2024,14:25:02,32,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.5,02/11/2024,02/11/2024 14:25,02/11/2024 14:25,14,1730556900,פ,2829,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,5880,TRUE,TRUE,FALSE
1353,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,14:36:15,37,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.8,02/11/2024,02/11/2024 14:36,02/11/2024 14:36,14,1730557800,פ,2830,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,8436,TRUE,TRUE,FALSE
1354,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,14:36:56,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.8,02/11/2024,02/11/2024 14:36,02/11/2024 14:37,14,1730557800,הזדמנויות,2830,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1254,TRUE,TRUE,FALSE
1355,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,14:38:12,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.3,02/11/2024,02/11/2024 14:38,02/11/2024 14:38,14,1730557800,הזדמנויות,2831,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1188,TRUE,TRUE,FALSE
1356,12+ קמפיין אפליקציה,קשת 12,02/11/2024,14:38:18,7,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.3,02/11/2024,02/11/2024 14:38,02/11/2024 14:38,14,1730557800,12+,2831,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1270.5,TRUE,TRUE,FALSE
1357,פ-N12 פול פריים,קשת 12,02/11/2024,14:38:25,19,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.3,02/11/2024,02/11/2024 14:38,02/11/2024 14:38,14,1730557800,פ,2831,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,3291.75,TRUE,TRUE,FALSE
1358,פ-הכוכב הבא 11,קשת 12,02/11/2024,14:38:44,60,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח],3.3,02/11/2024,02/11/2024 14:38,02/11/2024 14:39,14,1730557800,פ,2831,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,12375,TRUE,TRUE,FALSE
1359,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,15:00:45,41,פרומו,פרומו,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:00,02/11/2024 15:01,15,1730559600,פ,2832,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,11808,TRUE,TRUE,FALSE
1360,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,15:01:30,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.7,02/11/2024,02/11/2024 15:01,02/11/2024 15:01,15,1730559600,2024,2832,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1551,TRUE,TRUE,FALSE
1361,דיור ביי דיזיין (יולי 2021),קשת 12,02/11/2024,15:01:36,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.7,02/11/2024,02/11/2024 15:01,02/11/2024 15:01,15,1730559600,דיור,2832,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,1480.5,TRUE,TRUE,FALSE
1362,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,15:01:46,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.7,02/11/2024,02/11/2024 15:01,02/11/2024 15:01,15,1730559600,הזדמנויות,2832,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1762.5,TRUE,TRUE,FALSE
1363,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,15:03:01,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.7,02/11/2024,02/11/2024 15:03,02/11/2024 15:03,15,1730559600,הזדמנויות,2833,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1692,TRUE,TRUE,FALSE
1364,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,15:03:12,30,פרסומת,ספוט,1,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.7,02/11/2024,02/11/2024 15:03,02/11/2024 15:03,15,1730559600,2024,2833,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,7755,TRUE,TRUE,FALSE
1365,2024-09 - יד 2,קשת 12,02/11/2024,15:03:42,20,פרסומת,ספוט,2,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.7,02/11/2024,02/11/2024 15:03,02/11/2024 15:04,15,1730559600,2024,2833,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,4935,TRUE,TRUE,FALSE
1366,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,15:04:02,26,פרסומת,ספוט,3,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:04,02/11/2024 15:04,15,1730559600,מאקו,2833,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7800,TRUE,TRUE,FALSE
1367,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,15:04:28,28,פרסומת,ספוט,4,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:04,02/11/2024 15:04,15,1730559600,2024,2833,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,8400,TRUE,TRUE,FALSE
1368,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,15:04:56,12,פרסומת,ספוט,5,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:04,02/11/2024 15:05,15,1730559600,מאקו,2833,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3600,TRUE,TRUE,FALSE
1369,2024-10 -  מיקסקארד,קשת 12,02/11/2024,15:05:08,14,פרסומת,ספוט,6,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:05,02/11/2024 15:05,15,1730559600,2024,2833,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4200,TRUE,TRUE,FALSE
1370,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,15:05:22,55,פרסומת,ספוט,7,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:05,02/11/2024 15:06,15,1730559600,2024,2833,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,16500,TRUE,TRUE,FALSE
1371,מאקו V1 (יוני 2024),קשת 12,02/11/2024,15:06:17,30,פרסומת,ספוט,99,8,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:06,02/11/2024 15:06,15,1730559600,מאקו,2833,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9000,TRUE,TRUE,FALSE
1372,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,15:06:56,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.8,02/11/2024,02/11/2024 15:06,02/11/2024 15:07,15,1730559600,2024,2833,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1800,TRUE,TRUE,FALSE
1373,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,15:07:02,6,חסות,ספוט,0,0,[מאסטר שף נבחרת החלומות ש.ח] * [מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מוקדמת ע.12],4.6,02/11/2024,02/11/2024 15:07,02/11/2024 15:07,15,1730559600,Reckitt,2833,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1725,TRUE,TRUE,FALSE
